,type,sms,processedSMS,filteredSMS
1304,1,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,freemsg today day readi horni live town love sex fun game netcollex ltd 08700621170150p per msg repli stop end,"['freemsg', 'today', 'day', 'readi', 'horni', 'live', 'town', 'love', 'sex', 'fun', 'game', 'netcollex', 'ltd', '08700621170150p', 'per', 'msg', 'repli', 'stop', 'end']"
1305,1,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",simpson movi releas juli 2007 name band die start film green day b blue day c red day send b c,"['simpson', 'movi', 'releas', 'juli', '2007', 'name', 'band', 'die', 'start', 'film', 'green', 'day', 'b', 'blue', 'day', 'c', 'red', 'day', 'send', 'b', 'c']"
1306,1,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,pleas call amanda regard renew upgrad current mobil handset free charg offer end today tel 0845 021 3680 subject c,"['pleas', 'call', 'amanda', 'regard', 'renew', 'upgrad', 'current', 'mobil', 'handset', 'free', 'charg', 'offer', 'end', 'today', 'tel', '0845', '021', '3680', 'subject', 'c']"
1307,1,"URGENT!! Your 4* Costa Del Sol Holiday or  5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost  1.50/pm, Max10mins",urgent 4 costa del sol holiday 5000 await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost 1 50 pm max10min,"['urgent', '4', 'costa', 'del', 'sol', 'holiday', '5000', 'await', 'collect', 'call', '09050090044', 'toclaim', 'sae', 'tc', 'pobox334', 'stockport', 'sk38xh', 'cost', '1', '50', 'pm', 'max10min']"
1308,1,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want new video phone 750 anytim network min half price line rental free text 3 month repli call 08000930705 free deliveri,"['want', 'new', 'video', 'phone', '750', 'anytim', 'network', 'min', 'half', 'price', 'line', 'rental', 'free', 'text', '3', 'month', 'repli', 'call', '08000930705', 'free', 'deliveri']"
1309,1,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,mobil 11 month u r entitl updat latest colour mobil camera free call mobil updat co free 08002986030,"['mobil', '11', 'month', 'u', 'r', 'entitl', 'updat', 'latest', 'colour', 'mobil', 'camera', 'free', 'call', 'mobil', 'updat', 'co', 'free', '08002986030']"
1310,1,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder claim week offer pc pleas go http www wtlp co uk text ts cs appli,"['dear', 'voucher', 'holder', 'claim', 'week', 'offer', 'pc', 'pleas', 'go', 'http', 'www', 'wtlp', 'co', 'uk', 'text', 'ts', 'cs', 'appli']"
1311,1,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrat nokia 3650 video camera phone call 09066382422 call cost 150ppm ave call 3min vari mobil 16 close 300603 post bcm4284 ldn wc1n3xx,"['congrat', 'nokia', '3650', 'video', 'camera', 'phone', 'call', '09066382422', 'call', 'cost', '150ppm', 'ave', 'call', '3min', 'vari', 'mobil', '16', 'close', '300603', 'post', 'bcm4284', 'ldn', 'wc1n3xx']"
1312,1,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or  10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",urgent pleas call 0906346330 abta complimentari 4 spanish holiday 10 000 cash await collect sae cs box 47 po19 2ez 150ppm 18,"['urgent', 'pleas', 'call', '0906346330', 'abta', 'complimentari', '4', 'spanish', 'holiday', '10', '000', 'cash', 'await', 'collect', 'sae', 'cs', 'box', '47', 'po19', '2ez', '150ppm', '18']"
1313,1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",doubl min txt 4 6month free bluetooth orang avail soni nokia motorola phone call mobileupd8 08000839402 call2optout n9dx,"['doubl', 'min', 'txt', '4', '6month', 'free', 'bluetooth', 'orang', 'avail', 'soni', 'nokia', 'motorola', 'phone', 'call', 'mobileupd8', '08000839402', 'call2optout', 'n9dx']"
1314,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate www getz co uk pobox 36504 w45wq norm150p tone 16,"['free', '1st', 'week', 'no1', 'nokia', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'txt', 'nokia', '8007', 'get', 'txting', 'tell', 'ur', 'mate', 'www', 'getz', 'co', 'uk', 'pobox', '36504', 'w45wq', 'norm150p', 'tone', '16']"
1315,1,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want funk ur fone weekli new tone repli tones2u 2 text www rington co uk origin n best tone 3gbp network oper rate appli,"['want', 'funk', 'ur', 'fone', 'weekli', 'new', 'tone', 'repli', 'tones2u', '2', 'text', 'www', 'rington', 'co', 'uk', 'origin', 'n', 'best', 'tone', '3gbp', 'network', 'oper', 'rate', 'appli']"
1316,1,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost  1.50. 2 cancel send STOP",cmon babe make horni turn txt fantasi babe im hot sticki need repli cost 1 50 2 cancel send stop,"['cmon', 'babe', 'make', 'horni', 'turn', 'txt', 'fantasi', 'babe', 'im', 'hot', 'sticki', 'need', 'repli', 'cost', '1', '50', '2', 'cancel', 'send', 'stop']"
1317,1,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,import inform 4 orang user 0796xxxxxx today ur lucki day 2 find log onto http www urawinn com fantast prizeawait,"['import', 'inform', '4', 'orang', 'user', '0796xxxxxx', 'today', 'ur', 'lucki', 'day', '2', 'find', 'log', 'onto', 'http', 'www', 'urawinn', 'com', 'fantast', 'prizeawait']"
1318,1,Missed call alert. These numbers called but left no message. 07008009200,miss call alert number call left messag 07008009200,"['miss', 'call', 'alert', 'number', 'call', 'left', 'messag', '07008009200']"
1319,1,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,freemsg record indic may entitl 3750 pound accid claim free repli ye msg opt text stop,"['freemsg', 'record', 'indic', 'may', 'entitl', '3750', 'pound', 'accid', 'claim', 'free', 'repli', 'ye', 'msg', 'opt', 'text', 'stop']"
1320,1,"U can WIN  100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",u win 100 music gift voucher everi week start txt word draw 87066 tsc www idew com skillgam 1winaweek age16 150ppermesssubscript,"['u', 'win', '100', 'music', 'gift', 'voucher', 'everi', 'week', 'start', 'txt', 'word', 'draw', '87066', 'tsc', 'www', 'idew', 'com', 'skillgam', '1winaweek', 'age16', '150ppermesssubscript']"
1321,1,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,show ur colour euro 2004 2 4 1 offer get england flag 3lion tone ur phone click follow servic messag info,"['show', 'ur', 'colour', 'euro', '2004', '2', '4', '1', 'offer', 'get', 'england', 'flag', '3lion', 'tone', 'ur', 'phone', 'click', 'follow', 'servic', 'messag', 'info']"
1322,1,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,text pass 69669 collect polyphon rington normal gpr charg appli enjoy tone,"['text', 'pass', '69669', 'collect', 'polyphon', 'rington', 'normal', 'gpr', 'charg', 'appli', 'enjoy', 'tone']"
1323,1,"accordingly. I repeat, just text the word ok on your mobile phone and send",accordingli repeat text word ok mobil phone send,"['accordingli', 'repeat', 'text', 'word', 'ok', 'mobil', 'phone', 'send']"
1324,1,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just  5 by replying GET BBDELUXE and take the challenge,block breaker come delux format new featur great graphic mobil buy 5 repli get bbdelux take challeng,"['block', 'breaker', 'come', 'delux', 'format', 'new', 'featur', 'great', 'graphic', 'mobil', 'buy', '5', 'repli', 'get', 'bbdelux', 'take', 'challeng']"
1325,1,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,import inform 4 orang user today lucki day 2find log onto http www urawinn com fantast surpris await,"['import', 'inform', '4', 'orang', 'user', 'today', 'lucki', 'day', '2find', 'log', 'onto', 'http', 'www', 'urawinn', 'com', 'fantast', 'surpris', 'await']"
1326,1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja 25 f invit friend repli ye 440 440 see www sm ac u nat27081980 stop send stop frnd 62468,"['natalja', '25', 'f', 'invit', 'friend', 'repli', 'ye', '440', '440', 'see', 'www', 'sm', 'ac', 'u', 'nat27081980', 'stop', 'send', 'stop', 'frnd', '62468']"
1327,1,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",urgent import inform 02 user today lucki day 2 find log onto http www urawinn com fantast surpris await,"['urgent', 'import', 'inform', '02', 'user', 'today', 'lucki', 'day', '2', 'find', 'log', 'onto', 'http', 'www', 'urawinn', 'com', 'fantast', 'surpris', 'await']"
1328,1,WINNER!! As a valued network customer you have been selected to receivea  900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,winner valu network custom select receivea 900 prize reward claim call 09061701461 claim code kl341 valid 12 hour,"['winner', 'valu', 'network', 'custom', 'select', 'receivea', '900', 'prize', 'reward', 'claim', 'call', '09061701461', 'claim', 'code', 'kl341', 'valid', '12', 'hour']"
1329,1,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,kit strip bill 150p netcollex ltd po box 1013 ig11 oja,"['kit', 'strip', 'bill', '150p', 'netcollex', 'ltd', 'po', 'box', '1013', 'ig11', 'oja']"
1330,1,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonu special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 info www 100percent real com,"['hmv', 'bonu', 'special', '500', 'pound', 'genuin', 'hmv', 'voucher', 'answer', '4', 'easi', 'question', 'play', 'send', 'hmv', '86688', 'info', 'www', '100percent', 'real', 'com']"
1331,1,Please CALL 08712402578 immediately as there is an urgent message waiting for you,pleas call 08712402578 immedi urgent messag wait,"['pleas', 'call', '08712402578', 'immedi', 'urgent', 'messag', 'wait']"
1332,1,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,thesmszon com let send free anonym mask messag im send messag see potenti abus,"['thesmszon', 'com', 'let', 'send', 'free', 'anonym', 'mask', 'messag', 'im', 'send', 'messag', 'see', 'potenti', 'abus']"
1333,1,"WELL DONE! Your 4* Costa Del Sol Holiday or  5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost  1.50/pm, Max10mins",well done 4 costa del sol holiday 5000 await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost 1 50 pm max10min,"['well', 'done', '4', 'costa', 'del', 'sol', 'holiday', '5000', 'await', 'collect', 'call', '09050090044', 'toclaim', 'sae', 'tc', 'pobox334', 'stockport', 'sk38xh', 'cost', '1', '50', 'pm', 'max10min']"
1334,1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someon u know ask date servic 2 contact cant guess call 09058091854 reveal po box385 m6 6wu,"['someon', 'u', 'know', 'ask', 'date', 'servic', '2', 'contact', 'cant', 'guess', 'call', '09058091854', 'reveal', 'po', 'box385', 'm6', '6wu']"
1335,1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrat 2 mobil 3g videophon r call 09061744553 videochat wid ur mate play java game dload polyh music nolin rentl bx420 ip4 5we 150pm,"['congrat', '2', 'mobil', '3g', 'videophon', 'r', 'call', '09061744553', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyh', 'music', 'nolin', 'rentl', 'bx420', 'ip4', '5we', '150pm']"
1336,1,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u 447801259231 secret admir look 2 make contact u find r reveal think ur special call 09058094597,"['u', '447801259231', 'secret', 'admir', 'look', '2', 'make', 'contact', 'u', 'find', 'r', 'reveal', 'think', 'ur', 'special', 'call', '09058094597']"
1337,1,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,import inform 4 orang user 0789xxxxxxx today lucki day 2find log onto http www urawinn com fantast surpris await,"['import', 'inform', '4', 'orang', 'user', '0789xxxxxxx', 'today', 'lucki', 'day', '2find', 'log', 'onto', 'http', 'www', 'urawinn', 'com', 'fantast', 'surpris', 'await']"
1338,1,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",date servic ask 2 contact u someon shi call 09058091870 reveal pobox84 m26 3uz 150p,"['date', 'servic', 'ask', '2', 'contact', 'u', 'someon', 'shi', 'call', '09058091870', 'reveal', 'pobox84', 'm26', '3uz', '150p']"
1339,1,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,want new video handset 750 time network min unlimit text camcord repli call 08000930705 del sat,"['want', 'new', 'video', 'handset', '750', 'time', 'network', 'min', 'unlimit', 'text', 'camcord', 'repli', 'call', '08000930705', 'del', 'sat']"
1340,1,"Ur balance is now  600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",ur balanc 600 next question complet landmark big bob b barri c ben text b c 83738 good luck,"['ur', 'balanc', '600', 'next', 'question', 'complet', 'landmark', 'big', 'bob', 'b', 'barri', 'c', 'ben', 'text', 'b', 'c', '83738', 'good', 'luck']"
1341,1,Ur TONEXS subscription has been renewed and you have been charged  4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,ur tonex subscript renew charg 4 50 choos 10 poli month www clubz co uk bill msg,"['ur', 'tonex', 'subscript', 'renew', 'charg', '4', '50', 'choos', '10', 'poli', 'month', 'www', 'clubz', 'co', 'uk', 'bill', 'msg']"
1342,1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",prize go anoth custom c www c biz 18 150p min polo ltd suit 373 london w1j 6hl pleas call back busi,"['prize', 'go', 'anoth', 'custom', 'c', 'www', 'c', 'biz', '18', '150p', 'min', 'polo', 'ltd', 'suit', '373', 'london', 'w1j', '6hl', 'pleas', 'call', 'back', 'busi']"
1343,1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,want new nokia 3510i colour phone deliv tomorrow 200 free minut mobil 100 free text free camcord repli call 8000930705,"['want', 'new', 'nokia', '3510i', 'colour', 'phone', 'deliv', 'tomorrow', '200', 'free', 'minut', 'mobil', '100', 'free', 'text', 'free', 'camcord', 'repli', 'call', '8000930705']"
1344,1,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,recpt 1 3 order rington order process,"['recpt', '1', '3', 'order', 'rington', 'order', 'process']"
1345,1,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,one regist subscrib u enter draw 4 100 g b gift voucher repli enter unsubscrib text stop,"['one', 'regist', 'subscrib', 'u', 'enter', 'draw', '4', '100', 'g', 'b', 'gift', 'voucher', 'repli', 'enter', 'unsubscrib', 'text', 'stop']"
1346,1,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""",chanc win free bluetooth headset simpli repli back adp,"['chanc', 'win', 'free', 'bluetooth', 'headset', 'simpli', 'repli', 'back', 'adp']"
1347,1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,b floppi b snappi happi gay chat servic photo upload call 08718730666 10p min 2 stop text call 08712460324,"['b', 'floppi', 'b', 'snappi', 'happi', 'gay', 'chat', 'servic', 'photo', 'upload', 'call', '08718730666', '10p', 'min', '2', 'stop', 'text', 'call', '08712460324']"
1348,1,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or  1000. To claim txt DIS to 87121 18+6*  1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",urgent ur award complimentari trip eurodisinc trav aco entry41 1000 claim txt di 87121 18 6 1 50 morefrmmob shracomorsglsuplt 10 ls1 3aj,"['urgent', 'ur', 'award', 'complimentari', 'trip', 'eurodisinc', 'trav', 'aco', 'entry41', '1000', 'claim', 'txt', 'di', '87121', '18', '6', '1', '50', 'morefrmmob', 'shracomorsglsuplt', '10', 'ls1', '3aj']"
1349,1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",welcom uk mobil date msg free give free call 08719839835 futur mg bill 150p daili cancel send go stop 89123,"['welcom', 'uk', 'mobil', 'date', 'msg', 'free', 'give', 'free', 'call', '08719839835', 'futur', 'mg', 'bill', '150p', 'daili', 'cancel', 'send', 'go', 'stop', '89123']"
1350,1,3. You have received your mobile content. Enjoy,3 receiv mobil content enjoy,"['3', 'receiv', 'mobil', 'content', 'enjoy']"
1351,1,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,want explicit sex 30 sec ring 02073162414 cost 20p min,"['want', 'explicit', 'sex', '30', 'sec', 'ring', '02073162414', 'cost', '20p', 'min']"
1352,1,"Latest Nokia Mobile or iPOD MP3 Player +  400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.  1,50/Mtmsgrcvd18+",latest nokia mobil ipod mp3 player 400 proze guarante repli win 83355 norcorp ltd 1 50 mtmsgrcvd18,"['latest', 'nokia', 'mobil', 'ipod', 'mp3', 'player', '400', 'proze', 'guarante', 'repli', 'win', '83355', 'norcorp', 'ltd', '1', '50', 'mtmsgrcvd18']"
1353,1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",sm servic inclus text credit pl goto www comuk net login 3qxj9 unsubscrib stop extra charg help 08702840625 comuk 220 cm2 9ae,"['sm', 'servic', 'inclus', 'text', 'credit', 'pl', 'goto', 'www', 'comuk', 'net', 'login', '3qxj9', 'unsubscrib', 'stop', 'extra', 'charg', 'help', '08702840625', 'comuk', '220', 'cm2', '9ae']"
1354,1,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,mobil club choos top qualiti item mobil 7cfca1a,"['mobil', 'club', 'choos', 'top', 'qualiti', 'item', 'mobil', '7cfca1a']"
1355,1,Money i have won wining number 946 wot do i do next,money wine number 946 wot next,"['money', 'wine', 'number', '946', 'wot', 'next']"
1356,1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrat 2 mobil 3g videophon r call 09061744553 videochat wid ur mate play java game dload polyh music nolin rentl bx420 ip4 5we 150pm,"['congrat', '2', 'mobil', '3g', 'videophon', 'r', 'call', '09061744553', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyh', 'music', 'nolin', 'rentl', 'bx420', 'ip4', '5we', '150pm']"
1357,1,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec  1.50ea. OTBox 731 LA1 7WS. )",want cock hubbi away need real man 2 satisfi txt wife 89938 string action txt stop 2 end txt rec 1 50ea otbox 731 la1 7w,"['want', 'cock', 'hubbi', 'away', 'need', 'real', 'man', '2', 'satisfi', 'txt', 'wife', '89938', 'string', 'action', 'txt', 'stop', '2', 'end', 'txt', 'rec', '1', '50ea', 'otbox', '731', 'la1', '7w']"
1358,1,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,gr8 new servic live sex video chat mob see sexiest dirtiest girl live ur phone 4 detail text horni 89070 cancel send stop 89070,"['gr8', 'new', 'servic', 'live', 'sex', 'video', 'chat', 'mob', 'see', 'sexiest', 'dirtiest', 'girl', 'live', 'ur', 'phone', '4', 'detail', 'text', 'horni', '89070', 'cancel', 'send', 'stop', '89070']"
1359,1,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,freemsg hi babi wow got new cam mobi wan na c hot pic fanci chat im w8in 4utxt rpli chat 82242 hlp 08712317606 msg150p 2rcv,"['freemsg', 'hi', 'babi', 'wow', 'got', 'new', 'cam', 'mobi', 'wan', 'na', 'c', 'hot', 'pic', 'fanci', 'chat', 'im', 'w8in', '4utxt', 'rpli', 'chat', '82242', 'hlp', '08712317606', 'msg150p', '2rcv']"
1360,1,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,wan na laugh tri chit chat mobil logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118p msg rcvd,"['wan', 'na', 'laugh', 'tri', 'chit', 'chat', 'mobil', 'logon', 'txting', 'word', 'chat', 'send', '8883', 'cm', 'po', 'box', '4217', 'london', 'w1a', '6zf', '16', '118p', 'msg', 'rcvd']"
1361,1,"\URGENT! This is the 2nd attempt to contact U!U have WON  1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max  7. 50\""""",urgent 2nd attempt contact u u 1000call 09071512432 b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvari max 7 50,"['urgent', '2nd', 'attempt', 'contact', 'u', 'u', '1000call', '09071512432', 'b4', '300603t', 'csbcm4235wc1n3xx', 'callcost150ppmmobilesvari', 'max', '7', '50']"
1362,1,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066,"['congratul', 'ur', 'award', '500', 'cd', 'voucher', '125gift', 'guarante', 'free', 'entri', '2', '100', 'wkli', 'draw', 'txt', 'music', '87066']"
1363,1,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",contract mobil 11 mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record,"['contract', 'mobil', '11', 'mnth', 'latest', 'motorola', 'nokia', 'etc', 'free', 'doubl', 'min', 'text', 'orang', 'tariff', 'text', 'ye', 'callback', 'remov', 'record']"
1364,1,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",urgent call 09066350750 landlin complimentari 4 ibiza holiday 10 000 cash await collect sae cs po box 434 sk3 8wp 150 ppm 18,"['urgent', 'call', '09066350750', 'landlin', 'complimentari', '4', 'ibiza', 'holiday', '10', '000', 'cash', 'await', 'collect', 'sae', 'cs', 'po', 'box', '434', 'sk3', '8wp', '150', 'ppm', '18']"
1365,1,"For ur chance to win a  250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",ur chanc win 250 wkli shop spree txt shop 80878 c www txt 2 shop com custcar 08715705022 1x150p wk,"['ur', 'chanc', 'win', '250', 'wkli', 'shop', 'spree', 'txt', 'shop', '80878', 'c', 'www', 'txt', '2', 'shop', 'com', 'custcar', '08715705022', '1x150p', 'wk']"
1366,1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,u secret admir look 2 make contact u find r reveal think ur special call 09065171142 stopsm 08718727870150ppm,"['u', 'secret', 'admir', 'look', '2', 'make', 'contact', 'u', 'find', 'r', 'reveal', 'think', 'ur', 'special', 'call', '09065171142', 'stopsm', '08718727870150ppm']"
1367,1,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free.  1.50 increments. Help08718728876",mila age23 blond new uk look sex uk guy u like fun text mtalk 69866 18 30pp txt 1st 5free 1 50 increment help08718728876,"['mila', 'age23', 'blond', 'new', 'uk', 'look', 'sex', 'uk', 'guy', 'u', 'like', 'fun', 'text', 'mtalk', '69866', '18', '30pp', 'txt', '1st', '5free', '1', '50', 'increment', 'help08718728876']"
1368,1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX  1.50,well done england get offici poli rington colour flag yer mobil text tone flag 84199 opt txt eng stop box39822 w111wx 1 50,"['well', 'done', 'england', 'get', 'offici', 'poli', 'rington', 'colour', 'flag', 'yer', 'mobil', 'text', 'tone', 'flag', '84199', 'opt', 'txt', 'eng', 'stop', 'box39822', 'w111wx', '1', '50']"
1369,1,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,freemsg txt call 86888 claim reward 3 hour talk time use phone subscribe6gbp mnth inc 3hr 16 stop txtstop,"['freemsg', 'txt', 'call', '86888', 'claim', 'reward', '3', 'hour', 'talk', 'time', 'use', 'phone', 'subscribe6gbp', 'mnth', 'inc', '3hr', '16', 'stop', 'txtstop']"
1370,1,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,sunshin quiz win super soni dvd record cannam capit australia text mquiz 82277 b,"['sunshin', 'quiz', 'win', 'super', 'soni', 'dvd', 'record', 'cannam', 'capit', 'australia', 'text', 'mquiz', '82277', 'b']"
1371,1,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed  1000 cash or  5000 prize!,pleas call custom servic repres 0800 169 6031 10am 9pm guarante 1000 cash 5000 prize,"['pleas', 'call', 'custom', 'servic', 'repres', '0800', '169', '6031', '10am', '9pm', 'guarante', '1000', 'cash', '5000', 'prize']"
1372,1,Todays Voda numbers ending with 7634 are selected to receive a  350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,today voda number end 7634 select receiv 350 reward match pleas call 08712300220 quot claim code 7684 standard rate appli,"['today', 'voda', 'number', 'end', '7634', 'select', 'receiv', '350', 'reward', 'match', 'pleas', 'call', '08712300220', 'quot', 'claim', 'code', '7684', 'standard', 'rate', 'appli']"
